datetime,tx_id,sender,recipient_type,recipient_id,amount,description
"2025-02-14 00:47:50,000",c043ce92778448c2b65e34e3dc6f880a,12708e600cce4a1c9dd7da9f42e52ee3,merchant,ef237a329b0b4f1abaa6dcd25587b8c2,414.04,theme park
"2025-01-28 10:20:22,000",12d2f8a3b68c45489032c2693f193328,231478276b69448886c14f5d60008623,user,ffd7dc0cabe24266861c31a12c5bd01c,214.84,theater ticket
"2025-05-10 18:22:43,000",7b44df2e90b749ecb4c3b0be097c2c35,51e9ed7f388a449ab6a29834b1b50eb5,merchant,eab14dff756b4d2f8f952ca52fb585c7,197.19,ride share
"2025-04-21 06:36:40,000",e6c70ad943e34e3888c44fa9b311553a,14bc720b7d964390bd769f011f9a40a9,service,718f1237da944bbcbc363c6039ca8cf4,289.58,mobile topup
"2025-03-24 15:33:19,000",390ab2222a194319968c6af2b905fa01,34548f6763244b33a09016e0d01f24de,user,c9fea6779cb548a7a89c3917693835c1,851.96,food
"2025-01-03 02:13:15,000",ae99eb184c8440b4b14a78e68ba25ec1,8d144957839f43ebad957ac2351f5123,service,0c473ac17f05471fbb3d287129b2b3a7,416.9,aeroplane ticket
"2025-02-08 16:26:20,000",47127ba6d320473e9a1ac50b5727fb8e,60f3e4b789de42f7bbe5d7d314954eca,user,fbb8a6cf97bb4a8283967852658e5e26,782.96,charity donation
"2025-04-01 05:42:04,000",3f64f323822e4d06a6bde45f348ec3ff,95857daaed6940da9cd00f4ff9cab576,merchant,ea1b2dc179ca4c8a90d6403f6c1e8ee3,778.23,subscription
"2025-02-18 14:06:19,000",31d6cdd83f42427cb93319896b4dc192,29cde474ac2641dda5bd4f42453a0879,user,c960033da7fc4b0cb683d1f6b58c0001,14.08,gift
"2025-03-23 01:53:30,000",b4098d8241e7478f9bcec94afb127743,e554358bb50049198abc91679a1c1c76,user,e2a53a1d872b42b4bc6e0f5b1b18805e,541.58,loan
"2025-04-20 17:57:13,000",f9ad779c40734e2d86bfa14213d239eb,a157ac74ae934b1f99fe7257ed64aa91,merchant,5a69f57772e44725b6dbef03ac172e18,720.06,shopping
"2025-02-25 22:27:31,000",b9a02fa5e3a24a60a4dd8f23733f2c8f,0a74cba5cd374848950e68e16b91a2d9,user,5dc44710fac24dcc8b45e96f70b70ebc,156.82,ride share
"2025-04-10 10:09:11,000",b919b884d86f4f4aa2184fc372813504,9d4eea9ee1444d6cbb67195cdfa1cf77,user,5cab080d5ceb41e3b33a9a3c582ce2b7,427.61,theater ticket
"2025-03-19 08:52:32,000",fd2b9362ef574c4b83f9c03baf3f8839,c6cbe8a3f3bd42e69bdb801820ab27fc,user,751d9bed221c47b8ae2cb26543fea7b8,892.86,train ticket
"2025-04-27 08:33:32,000",1165f709af56474283dc21fc3294f119,9a4ada6770f7485d97fdc73ee2592dc8,service,c0017d612e314cfb914dc8fcd0321607,208.9,bus ticket
"2025-03-08 23:55:32,000",098085d2783b4edc81df178d43041da1,c513e9b536fd4ea2b98cd51e3ea8e7b5,user,18caebb9d96e41e8906c4499f78ea919,401.45,shopping
"2025-01-21 15:11:58,000",ef6b0969cacd45a6b00d983605699176,cad6ce6aac5f41fbbfe9989c16f67d12,merchant,a946547f83a34e0283a1aec28b95428f,176.38,theater ticket
"2025-05-04 11:41:00,000",6200719cf04241c68ce17336dfe41f84,be0f8cd42cb1436aaacecd8b5fba0b38,user,91e57fa8ee37468a8d9c33cd33b91d60,727.03,shopping
"2025-03-25 13:10:54,000",e2e7dba15dc046b5822094b04c54eaa7,9c90ebb9435442ab8f9d96b28cad2fc6,merchant,abd43e821a874d6b9dd6a8a40f95fef5,892.25,utilities bill
"2025-05-11 22:41:39,000",d45198152f494f9d8fe4e966ecda1368,b6d51a96394b4f689960c81b2749d2a0,user,620a75aeba1a4e2c83369a782b685f2f,417.23,train ticket
"2025-04-18 12:57:29,000",90ffa563c0534c9dae15a708837d14e4,f2baea0cd6b84c6faaaf9bd3c7efece2,merchant,192b92ed326440e9b1a54277d399a201,786.95,shopping
"2025-04-17 13:56:30,000",a2d67f9a42604be88c9d2b2867849242,384fe5bc76b544e5afd0d7e095402e60,user,0d8852bba7404318978b95d5d81f6bbc,687.46,subscription
"2025-05-10 03:50:53,000",f440b1f5edf54b218f2588aff74cd7ab,0ece6d0c7d244e26b856cd0732086026,user,730f600c5d3744cb81f49efa3d5b16a4,515.06,subscription
"2025-01-12 18:36:18,000",8af7ce62e2e741c4b606b31ea75465d0,209efa69471b4ad994be26fbf3debc96,service,3870ff74435f4af5a317b9513e3b4337,515.84,bus ticket
"2025-01-05 02:20:41,000",1b63dd8064254daf9cf12d3c06d2227d,c994ebb7a7034b388e484849c128258d,merchant,f756fe61ebab4038b146a361a0a66a7a,878.7,theater ticket
"2025-02-03 00:09:34,000",b030d6c4efc4417f9a0c604db85fdaf6,581d438c4a3e49b1a98e578c6a84f37d,merchant,7569573f409e4497808687d901a95d79,895.32,hotel booking
"2025-04-20 04:19:54,000",26018357d5b940f691ed5527bb2a78fe,e166540faa8e4bb982434c29ed43ad77,merchant,d7a641057f92418a9e5874e4d63fe03c,794.97,charity donation
"2025-04-24 04:57:38,000",233303df858b4b00a2b95852d1764e4e,911ac163f5c7491293cf4867737361da,service,cc32064823ef445980f45fb95f4a975a,310.76,aeroplane ticket
"2025-05-07 17:06:18,000",9bbe360b90a54ee09bd2d4aab92d2a29,2f594b9a5a9a4d65999bd622b3f56128,service,0dffded91679403f87ce6a301ffb052c,35.37,aeroplane ticket
"2025-02-15 15:32:26,000",c14e3ea237d346a28ef8a6c4284a5fae,29eff910e2924d45b405e9b21f8f2efe,user,573d996a38a6452bbbda3a0d113d79b2,980.99,food
"2025-04-13 18:49:50,000",4dfd77dae75d44d8a7d4dca8022c5be1,cac12a5d8fd04834987a38b1d3361c23,user,05ec4ed5523c4011828fa6fa68a06058,176.74,ride share
"2025-02-06 18:29:05,000",09bc6954ab994f99bed0792608c88542,51809112b46242d7a5adb4ca5d70a2bc,merchant,833877446f8147f690e05eb40751b72a,751.94,charity donation
"2025-03-26 11:52:19,000",d630c77b3ccd4c05b207ef44dd9b8be3,5aca5a5d576b42cc84514baa1d519f6b,merchant,a1834efc8c3d4698a1294d6ee3a9abd4,996.82,ride share
"2025-03-09 14:39:31,000",6435dfb745f443b0b90c5096d0b40bc1,161c2c0eef9b4eff9ca6e1354d76af28,merchant,b1403f5758f84d5ebb4a6d2d2ccb7aa7,810.19,movie ticket
"2025-02-12 23:41:19,000",a5d02c7f99ce4ea2ae40cdabc17724bc,41d2898a459540e39d99ffb66c580a7f,merchant,7c3cbed7933f416183ba3fdd3c9c8094,108.55,shopping
"2025-04-24 22:11:43,000",8504d7f3a3e84313ba64316b2260552b,7225078637fb4db2ac3a2f0b45fcda9f,service,0942855c57804f35a9a23cf1873702fa,730.56,bus ticket
"2025-04-03 00:55:19,000",3ef39e3e2cb74699b37e335bb3493116,75919e96de064074a4a2813eda260102,user,4a99dd1c4e1b4344b135385ab223908c,538.69,hotel booking
"2025-04-12 12:35:38,000",e7215c497b0d40908273d70859152448,7183e3f96cfb4215bcf38f423ad363ab,user,d4a73fad34864a098125485aef0be1e3,591.96,loan
"2025-04-10 20:32:41,000",89243b28206a43f48c74c651b3f1cc2c,80ffd528f76c45aebe4bcfa7e4fb2e01,user,c08f6da865674d06a74c26edc819abc7,336.81,subscription
"2025-01-22 23:19:46,000",06207f36098b400499a0fc250d298357,88a383dba1df4689997e6adb8229bb87,merchant,48ee566bccc84f748576b72e892b0994,981.52,theme park
"2025-01-29 23:24:37,000",d8c7fb69c5954bcf8915c80cb303e987,2c01e4be11104539b238a3f6cf73bc89,merchant,c6202ba30d3f4225b805a3705a4bec40,690.84,snacks
"2025-01-04 16:09:46,000",39e79eb9a48c4d96aa601fb0b9bf76c0,d7f2d12aaa77492eae5664823974bb6e,merchant,b91bea8c2c2f4dceb57c7b6cba18df0c,505.66,theater ticket
"2025-02-09 19:14:45,000",07236c5614824114ab2fc7847d1acce3,e52b2b73f97b4071ad38ac52b1249de1,user,f848b3c202bd4144a8f407722a1da6f0,212.81,food
"2025-01-24 15:54:14,000",b6fb7ac96a20421caffc995603fa53c8,37a6e3d13d924fa3a029cb1297feb21d,user,0e0f03cb4680422ea8203d8efe9a83bf,303.89,circus ticket
"2025-02-25 08:35:07,000",0d2f294dafc045648eed6260a86d003e,2a708437b64643259bba0f54b5f954ea,user,abba633e94b34b4591a84c7825bf72f7,785.78,buying
"2025-02-25 21:28:55,000",4ee3d0124ef847dc9d947a095f13abf7,276bf66d1e044deb9d609e99b14c2763,merchant,e0d3c32967ec428082feedc39cf34792,179.7,circus ticket
"2025-01-03 19:52:46,000",89ec3405f2244c55bfb03d07c9c8ab00,09a885bdcc224ed6beccb22faddde33e,user,43b485e9b31a4225a9acb42d2fc6c5e3,924.7,ride share
"2025-05-11 15:32:53,000",83d234e4cef54341b4f7999dd4e792d7,897e1e7865ac45f1b8c68fd068185b26,merchant,7c7143905bec4c298ec4ca70be89131e,910.78,gift
"2025-03-05 22:06:14,000",c57d63199c8e4c199bfcbc8a0096ed4b,81bfffec6e3a45498e4003adc51d0abe,service,d32a4dc61f444b92889dbb939a2b8675,384.41,mobile topup
"2025-03-17 04:31:45,000",3d4eb0dda61543a89028776bd29fc168,8c396db34de8451381da5486df4ce60b,service,fd9de8dc1ad94ad8984d0e38c0a5aad2,845.5,bus ticket
"2025-04-08 18:22:20,000",1cd0030f7a5d4649a2dab48be61cf0b1,8c77d87e153c49a49d07231f3c159c15,user,8456bc09d92f49b2bb93eef248d0e165,280.28,ride share
"2025-02-11 22:26:14,000",386513be4f0f45ca8bb5770e871080b5,37a951239bf2443180c482e75adc6a33,user,6e852dff64a64e43aac7f58d4b0bd5fe,43.29,hotel booking
"2025-03-05 19:45:21,000",221508ce757549119dcce75cef6a8e80,7a45b94a68a34ab3803af46bbcbb7d9c,service,ab1886b0698f47fb9d7f9cab07ab4de8,596.84,mobile topup
"2025-01-04 09:08:38,000",10d7d549532742d299559a055722c1e5,49b000f77cce470db7e85090096873e9,merchant,5f38db7afe96472c9a90175a490eecea,583.65,buying
"2025-01-15 03:18:11,000",9dd5d0178c6240a49f96e64b8a919c6d,4e079c95542a4292a410c20e52cd9681,user,cd42fcf58a8a4d86935696de8b1bfa5f,914.79,circus ticket
"2025-05-06 17:46:23,000",4d8dcea147e3482eb1451bb9963f668d,94ee4a2ffb234c4f9c4eaa2abd5334d6,merchant,275b863683f740108ba5606cf68818c3,579.87,buying
"2025-01-19 23:31:30,000",6a5079c92cc341bcbe4700b9b878c596,6d0c1252dcfb4f329f7c3ed22c686baa,service,28d0f9d901b747c88c4fc85e2d07eaa9,940.71,aeroplane ticket
"2025-01-31 01:37:16,000",9720ebd821c64271b88a278829c24dc8,b6d6fce3ddce4859acb9f3d05f9acb0b,merchant,b59ff150e6db439eba7cb34fe7a13394,504.05,shopping
"2025-02-28 03:54:24,000",ce755a21a5814edba507c55c1d387b43,cd46c55f1677440b8e98fc5100001430,merchant,2f53cc8ba3d14ca08532b3e2fd5cd115,807.97,buying
"2025-01-23 23:05:56,000",f240906408314fb792d7f86859c136d6,2bda4af5283f43bbafedc3172e1fc6a3,user,67b7ef61cc154901af576358c6af2376,280.64,gift
"2025-04-14 07:18:50,000",0f979e5416c64a1c9966b7921baaafeb,4b83dd66fe614c00af9c5aa789664be3,service,2813d4105fe14b43bdfc33d476710f93,126.04,mobile topup
"2025-01-29 07:07:47,000",ef56f86f2ea148a895e8f4ae9d478931,2d9578a1e7384f6d946a39649f4b9b94,service,03ce8709de1f4f68bf6bd8cf39df42bd,207.38,aeroplane ticket
"2025-02-28 08:55:02,000",8decf72be94744019941e7d4846cbc36,b6174a8ef0974aa1b44df004f30d7fa1,merchant,45d54bb2a3eb41b2bd1c5ef9a9c96487,130.04,food
"2025-04-25 11:29:07,000",e12a4c2f288e4ba98f247cfd29a81706,1f3b51deac064499b1a4784bfcaaa8f9,merchant,3e312d7554d94b0ca0b4d0d639cf7a4b,970.84,snacks
"2025-04-22 07:13:15,000",6900d1c4a8b24a0cafbc22cbe37f5e2a,8ed83d0869eb4fdb9eb5ead6bf530293,user,71d468e2e20b47bf95d5b5c00a518b53,104.62,loan
"2025-02-10 15:41:37,000",60bb7131ca5c4f17bf0341a82db5f373,49adf91b9f4c4c64a694fff062ebee13,user,57e541a9604d4f4c9b3ca7c9fb8050a4,924.65,food
"2025-03-14 13:01:39,000",727b01fe57154d80be50ac8f7b0750e3,2ed703f111ef427ca2e779f0a5af7109,user,d3033a033a754da294bbdd45e8e9b3f9,457.39,loan
"2025-02-24 15:01:32,000",df72651e82a14200882d857622a7b0fb,04d8024a31114222bb53bb167cba7e44,user,1490fd3651614c7190a4c470d1f305c4,812.96,ride share
"2025-03-11 04:36:40,000",f891bb680efb462d9aa71992389ad534,096ed13ff8d74c7ca03fa3b640b09c28,merchant,fca3bed8baba4d698b6350dd154f465b,24.19,loan
"2025-03-30 00:42:03,000",dc404b9df12542fca0eae3e6da68e58e,643c362444db44f6b0ad77782a1d1a1c,user,1ca89556b1a64083b3c09739271efb66,743.36,subscription
"2025-03-25 02:20:48,000",755f574e1fc74e85aa7b1cf5c286847d,c0db3fcde7ae4a1aa3dd9818ed6cf19e,user,4a574415db524272bc9df71e13067a18,849.62,train ticket
"2025-01-06 08:39:19,000",b644520e1abe472fb6d5674ab34dc0bb,17560a265840439b95dc6fa0410a9304,user,e27a5f85cfbe40b198ef3cea67b643cb,697.1,shopping
"2025-01-14 03:02:00,000",e1fe7b75eeb54342a1a9ef680c7898c1,50c9b4a0a80842f4867c362688d6da57,service,e5506ea4dec445108056ecebcb436169,655.59,mobile topup
"2025-03-10 20:08:41,000",a7416ee2fdaa477f9b29fda722636579,fcc4cbd209354241adf9f549c9d1b792,merchant,a75bbc86a3024251a2107ca2c4f3bb25,377.26,loan
"2025-05-07 11:02:44,000",c12924c0eff94fd8ade4899340d6d592,0442a33367a34a59bf386ce623575ad4,user,3464b37b031241408d77e135d394810c,844.53,subscription
"2025-03-08 21:48:30,000",fc2c735b10d94a82a3cd9f51b953614b,ca41075fa7114cb4b7b97d8ae2e0cbe1,user,9895ceecc6744ae0ac6838dda21a48e4,112.12,theater ticket
"2025-03-27 23:29:38,000",038c09ebfe1d4beaa99ec4e69bf549f2,a27405dd465d4abe9862b4652b121203,user,636ee569bca94e92adab4b2e706b20ba,124.39,charity donation
"2025-02-01 09:43:17,000",4cb8c88b67f7474fad02fa02e2661562,7e06ca7a3fe7458d9570403b4aa9a1a4,user,59c22c23dee1416b8db635f06da9d450,685.02,utilities bill
"2025-05-11 07:49:37,000",3a6afeaa797a4611bd4f38ce745517d3,b82131925f594643bc6768f1c6df9e69,merchant,4c9c4d67566441cfbb74771e03a5d375,207.63,buying
"2025-01-14 11:29:58,000",a16789ba6fc34d078da1fb4b0ef4193e,bab203c19203456e8ffa2b8ca8235e9d,user,d4edd046624d4628912f5c5b1237c300,896.27,shopping
"2025-02-26 14:27:26,000",dcbc217988ae4bd9919fbe4c164b6393,634a6be113e14564aeb61f1397f27dda,user,40cd6239ec124302b63a50ee2f3fb121,847.91,charity donation
"2025-02-03 05:08:05,000",a39b1cade21147b6b0a962c3baa8b498,fdb0df018694412c8b8de42cf95b74ba,merchant,2c9c9e80132d46c3a3d8ff3c8f6d3370,116.26,utilities bill
"2025-04-02 10:53:49,000",49c3c276615f4d6b8865bcf7bc7e5d41,f4d3ad30dcd34b4b9a91db9e3f0c735e,merchant,618ebda48be6417bbf6eeb62cd20dbee,263.98,circus ticket
"2025-04-14 22:53:40,000",87a0f0293e5f42b2b8737db6bb21ec2f,881f0f02203549358919c4fc4c9aa274,merchant,bab3ac3bc89e4f7e98d0a224938e1454,411.87,theater ticket
"2025-05-12 10:30:53,000",5b9d64bb3c7c4be3a109a7afa8ee51d5,53ea1769368443aeb714978ab1b3e52e,merchant,c01d39b350114d86a97f415635a3fa72,827.01,buying
"2025-02-14 18:34:20,000",a222fff37eb7434d8de9905fbfc32d62,c011e1242bf744b48eb68dde8fa6985e,user,1867f0c1fef14cd8bf5bb32be2f0b795,543.3,gift
"2025-03-30 23:41:37,000",ec092b383efd41959852ad6d1708ae49,ca55d92d217b489b9716c004abd5e380,merchant,c65694fb0bc447a98fd9c93012c5a2b9,436.94,utilities bill
"2025-01-17 02:51:47,000",314323141eb24c7e920cb1df80c39923,4d212309b1544e6c9f3a0cee63b76758,merchant,7899096e0c01455985185fef41474f5c,595.34,charity donation
"2025-01-04 00:06:09,000",ad79daf2fa8c456797271f4aa5de591b,debebbcfdb9c4963b0891cd5e0450019,user,97a750c7d5084097b9ffd58cd0c964c3,65.36,loan
"2025-02-28 11:39:54,000",d04ce8f1ea9345748aa55092adeb6f1d,81ab9a0c2ce94b71a68abf85458399ee,user,3b14d4bf639f40038f2c3ca59bd1d094,279.7,circus ticket
"2025-02-15 01:14:38,000",01d47c10ceb048d39f97ae1fa960b52b,24d8c84c45e840e5b760fd8b94e58163,user,75c5de6601c44c4c8ca708663baac8fe,692.02,gift
"2025-04-05 07:43:55,000",b89615653e33417e8359312a805ed28f,c68d9e8b0afc4d18af3e7a909ebcc6dc,user,bf45941da30b4ee8a9df3b648b4ad248,932.18,charity donation
